DateOfDeparture,Departure,Fog-d,Rain-d,Hail-d,Thunder-d,Snow-d
2012-11-20,PHL,0,0,0,0,0
2012-11-21,PHL,0,0,0,0,0
2012-11-22,PHL,0,0,0,0,0
2012-11-23,PHL,1,1,0,0,0
2012-11-24,PHL,0,0,0,0,0
2012-11-25,PHL,0,0,0,0,0
2012-11-26,PHL,0,0,0,0,0
2012-11-27,PHL,0,1,0,0,1
2012-11-28,PHL,0,0,0,0,0
2012-11-29,PHL,0,0,0,0,0
2012-11-30,PHL,0,0,0,0,0
2012-12-01,PHL,0,0,0,0,0
2012-12-02,PHL,1,1,0,0,0
2012-12-03,PHL,1,0,0,0,0
2012-12-04,PHL,0,0,0,0,0
2012-12-05,PHL,0,1,0,0,0
2012-12-06,PHL,0,0,0,0,0
2012-12-07,PHL,0,1,0,0,0
2012-12-08,PHL,1,1,0,0,0
2012-12-09,PHL,0,1,0,0,0
2012-12-10,PHL,1,1,0,0,0
2012-12-11,PHL,1,1,0,0,0
2012-12-12,PHL,0,0,0,0,0
2012-12-13,PHL,0,0,0,0,0
2012-12-14,PHL,0,0,0,0,0
2012-12-15,PHL,0,0,0,0,0
2012-12-16,PHL,0,1,0,0,0
2012-12-17,PHL,0,1,0,0,0
2012-12-18,PHL,1,1,0,0,0
2012-12-19,PHL,0,0,0,0,0
2012-12-20,PHL,0,1,0,0,0
2012-12-21,PHL,0,1,0,0,0
2012-12-22,PHL,0,0,0,0,0
2012-12-23,PHL,0,0,0,0,0
2012-12-24,PHL,0,1,0,0,1
2012-12-25,PHL,0,1,0,0,0
2012-12-26,PHL,0,1,0,0,1
2012-12-27,PHL,0,1,0,0,0
2012-12-28,PHL,0,0,0,0,0
2012-12-29,PHL,1,1,0,0,1
2012-12-30,PHL,0,0,0,0,0
2012-12-31,PHL,0,0,0,0,0
2012-01-01,BOS,0,1,0,0,0
2012-01-02,BOS,0,1,0,0,0
2012-01-03,BOS,0,0,0,0,0
2012-01-04,BOS,0,0,0,0,0
2012-01-05,BOS,0,0,0,0,0
2012-01-06,BOS,0,0,0,0,0
2012-01-07,BOS,0,0,0,0,0
2012-01-08,BOS,0,0,0,0,0
2012-01-09,BOS,0,0,0,0,0
2012-01-10,BOS,0,0,0,0,1
2012-01-11,BOS,0,0,0,0,0
2012-01-12,BOS,0,1,0,0,0
2012-01-13,BOS,0,1,0,0,0
2012-01-14,BOS,0,0,0,0,0
2012-01-15,BOS,0,0,0,0,0
2012-01-16,BOS,1,0,0,0,1
2012-01-17,BOS,0,1,0,0,1
2012-01-18,BOS,0,0,0,0,0
2012-01-19,BOS,0,0,0,0,1
2012-01-20,BOS,1,0,0,0,1
2012-01-21,BOS,1,0,0,0,1
2012-01-22,BOS,0,0,0,0,0
2012-01-23,BOS,1,1,0,0,1
2012-01-24,BOS,0,1,0,0,0
2012-01-25,BOS,0,0,0,0,0
2012-01-26,BOS,0,1,0,0,1
2012-01-27,BOS,1,1,0,0,0
2012-01-28,BOS,0,0,0,0,0
2012-01-29,BOS,0,0,0,0,0
2012-01-30,BOS,0,0,0,0,1
2012-01-31,BOS,0,0,0,0,0
2012-02-01,BOS,0,1,0,0,0
2012-02-02,BOS,0,0,0,0,1
2012-02-03,BOS,0,0,0,0,0
2012-02-04,BOS,0,0,0,0,0
2012-02-05,BOS,0,0,0,0,0
2012-02-06,BOS,0,0,0,0,0
2012-02-07,BOS,0,0,0,0,0
2012-02-08,BOS,0,0,0,0,0
2012-02-09,BOS,0,0,0,0,0
2012-02-10,BOS,0,1,0,0,0
2012-02-11,BOS,0,1,0,0,1
2012-02-12,BOS,0,0,0,0,0
2012-02-13,BOS,0,0,0,0,1
2012-02-14,BOS,0,0,0,0,0
2012-02-15,BOS,0,1,0,0,0
2012-02-16,BOS,0,1,0,0,0
2012-02-17,BOS,0,1,0,0,0
2012-02-18,BOS,0,0,0,0,0
2012-02-19,BOS,0,0,0,0,0
2012-02-20,BOS,0,0,0,0,0
2012-02-21,BOS,0,1,0,0,0
2012-02-22,BOS,0,0,0,0,0
2012-02-23,BOS,0,1,0,0,0
2012-02-24,BOS,0,1,0,0,1
2012-02-25,BOS,0,0,0,0,0
2012-02-26,BOS,0,0,0,0,0
2012-02-27,BOS,0,0,0,0,0
2012-02-28,BOS,0,0,0,0,0
2012-02-29,BOS,1,1,0,0,1
2012-03-01,BOS,0,1,0,0,1
2012-03-02,BOS,0,0,0,0,0
2012-03-03,BOS,0,1,0,0,1
2012-03-04,BOS,0,0,0,0,0
2012-03-05,BOS,0,0,0,0,0
2012-03-06,BOS,0,0,0,0,0
2012-03-07,BOS,0,0,0,0,0
2012-03-08,BOS,0,0,0,0,0
2012-03-09,BOS,0,1,0,0,1
2012-03-10,BOS,0,0,0,0,1
2012-03-11,BOS,0,0,0,0,0
2012-03-12,BOS,0,0,0,0,0
2012-03-13,BOS,0,1,0,0,0
2012-03-14,BOS,1,0,0,0,0
2012-03-15,BOS,0,1,0,0,0
2012-03-16,BOS,0,1,0,0,0
2012-03-17,BOS,0,0,0,0,0
2012-03-18,BOS,0,0,0,0,0
2012-03-19,BOS,0,0,0,0,0
2012-03-20,BOS,0,0,0,0,0
2012-03-21,BOS,0,0,0,0,0
2012-03-22,BOS,0,0,0,0,0
2012-03-23,BOS,0,0,0,0,0
2012-03-24,BOS,0,0,0,0,0
2012-03-25,BOS,0,1,0,0,0
2012-03-26,BOS,0,0,0,0,0
2012-03-27,BOS,0,0,0,0,0
2012-03-28,BOS,0,1,0,0,0
2012-03-29,BOS,0,1,0,0,0
2012-03-30,BOS,0,0,0,0,0
2012-03-31,BOS,0,1,0,0,0
2012-04-01,BOS,0,1,0,0,0
2012-04-02,BOS,0,1,0,0,0
2012-04-03,BOS,0,0,0,0,0
2012-04-04,BOS,0,0,0,0,0
2012-04-05,BOS,0,0,0,0,0
2012-04-06,BOS,0,0,0,0,0
2012-04-07,BOS,0,0,0,0,0
2012-04-08,BOS,0,0,0,0,0
2012-04-09,BOS,0,0,0,0,0
2012-04-10,BOS,0,0,0,0,0
2012-04-11,BOS,0,0,0,0,0
2012-04-12,BOS,0,1,0,0,0
2012-04-13,BOS,0,0,0,0,0
2012-04-14,BOS,0,0,0,0,0
2012-04-15,BOS,0,0,0,0,0
2012-04-16,BOS,0,0,0,0,0
2012-04-17,BOS,0,0,0,0,0
2012-04-18,BOS,0,0,0,0,0
2012-04-19,BOS,0,0,0,0,0
2012-04-20,BOS,0,0,0,0,0
2012-04-21,BOS,0,1,0,0,0
2012-04-22,BOS,0,1,0,0,0
2012-04-23,BOS,0,1,0,0,0
2012-04-24,BOS,0,0,0,0,0
2012-04-25,BOS,0,1,0,0,0
2012-04-26,BOS,0,1,0,0,0
2012-04-27,BOS,0,1,0,0,0
2012-04-28,BOS,0,0,0,0,0
2012-04-29,BOS,0,0,0,0,0
2012-04-30,BOS,0,0,0,0,0
2012-05-01,BOS,0,1,0,0,0
2012-05-02,BOS,0,0,0,0,0
2012-05-03,BOS,0,1,0,0,0
2012-05-04,BOS,1,1,0,0,0
2012-05-05,BOS,1,1,0,0,0
2012-05-06,BOS,1,0,0,0,0
2012-05-07,BOS,0,0,0,0,0
2012-05-08,BOS,0,1,0,0,0
2012-05-09,BOS,0,1,0,0,0
2012-05-10,BOS,0,1,0,0,0
2012-05-11,BOS,0,0,0,0,0
2012-05-12,BOS,0,0,0,0,0
2012-05-13,BOS,0,0,0,0,0
2012-05-14,BOS,0,1,0,0,0
2012-05-15,BOS,0,1,0,0,0
2012-05-16,BOS,0,1,0,0,0
2012-05-17,BOS,0,0,0,0,0
2012-05-18,BOS,0,0,0,0,0
2012-05-19,BOS,0,0,0,0,0
2012-05-20,BOS,0,0,0,0,0
2012-05-21,BOS,1,1,0,0,0
2012-05-22,BOS,1,1,0,0,0
2012-05-23,BOS,0,1,0,0,0
2012-05-24,BOS,0,0,0,0,0
2012-05-25,BOS,0,0,0,0,0
2012-05-26,BOS,0,0,0,0,0
2012-05-27,BOS,0,0,0,0,0
2012-05-28,BOS,0,0,0,0,0
2012-05-29,BOS,1,1,0,1,0
2012-05-30,BOS,0,1,0,0,0
2012-05-31,BOS,0,0,0,0,0
2012-06-01,BOS,0,0,0,0,0
2012-06-02,BOS,0,1,0,0,0
2012-06-03,BOS,0,1,0,0,0
2012-06-04,BOS,0,1,0,0,0
2012-06-05,BOS,0,1,0,0,0
2012-06-06,BOS,0,1,0,0,0
2012-06-07,BOS,0,1,0,0,0
2012-06-08,BOS,1,1,0,1,0
2012-06-09,BOS,0,0,0,0,0
2012-06-10,BOS,0,0,0,0,0
2012-06-11,BOS,0,0,0,0,0
2012-06-12,BOS,0,1,0,0,0
2012-06-13,BOS,0,1,0,0,0
2012-06-14,BOS,0,0,0,0,0
2012-06-15,BOS,0,0,0,0,0
2012-06-16,BOS,0,0,0,0,0
2012-06-17,BOS,0,0,0,0,0
2012-06-18,BOS,0,0,0,0,0
2012-06-19,BOS,0,0,0,0,0
2012-06-20,BOS,0,0,0,0,0
2012-06-21,BOS,0,0,0,0,0
2012-06-22,BOS,0,1,0,0,0
2012-06-23,BOS,0,1,1,1,0
2012-06-24,BOS,0,0,0,0,0
2012-06-25,BOS,0,1,0,1,0
2012-06-26,BOS,0,1,0,0,0
2012-06-27,BOS,0,0,0,0,0
2012-06-28,BOS,0,0,0,0,0
2012-06-29,BOS,0,1,0,0,0
2012-06-30,BOS,0,0,0,0,0
2012-07-01,BOS,0,0,0,0,0
2012-07-02,BOS,0,0,0,0,0
2012-07-03,BOS,0,0,0,0,0
2012-07-04,BOS,0,1,0,1,0
2012-07-05,BOS,0,0,0,0,0
2012-07-06,BOS,0,0,0,0,0
2012-07-07,BOS,0,1,0,0,0
2012-07-08,BOS,0,0,0,0,0
2012-07-09,BOS,0,0,0,0,0
2012-07-10,BOS,0,0,0,0,0
2012-07-11,BOS,0,0,0,0,0
2012-07-12,BOS,0,0,0,0,0
2012-07-13,BOS,0,0,0,0,0
2012-07-14,BOS,0,0,0,0,0
2012-07-15,BOS,0,1,0,0,0
2012-07-16,BOS,0,0,0,0,0
2012-07-17,BOS,0,0,0,0,0
2012-07-18,BOS,0,1,0,1,0
2012-07-19,BOS,0,1,0,0,0
2012-07-20,BOS,0,0,0,0,0
2012-07-21,BOS,0,0,0,0,0
2012-07-22,BOS,0,0,0,0,0
2012-07-23,BOS,0,1,0,0,0
2012-07-24,BOS,1,1,0,1,0
2012-07-25,BOS,0,0,0,0,0
2012-07-26,BOS,0,1,0,0,0
2012-07-27,BOS,0,1,0,0,0
2012-07-28,BOS,0,1,0,1,0
2012-07-29,BOS,0,1,0,0,0
2012-07-30,BOS,0,0,0,0,0
2012-07-31,BOS,0,1,0,0,0
2012-08-01,BOS,0,1,0,0,0
2012-08-02,BOS,0,0,0,0,0
2012-08-03,BOS,0,0,0,0,0
2012-08-04,BOS,0,0,0,0,0
2012-08-05,BOS,0,1,0,0,0
2012-08-06,BOS,0,0,0,0,0
2012-08-07,BOS,0,0,0,0,0
2012-08-08,BOS,0,0,0,0,0
2012-08-09,BOS,0,0,0,0,0
2012-08-10,BOS,1,1,0,0,0
2012-08-11,BOS,0,0,0,0,0
2012-08-12,BOS,0,1,0,0,0
2012-08-13,BOS,0,0,0,0,0
2012-08-14,BOS,0,0,0,0,0
2012-08-15,BOS,0,1,0,0,0
2012-08-16,BOS,0,1,0,0,0
2012-08-17,BOS,0,1,0,0,0
2012-08-18,BOS,0,1,0,0,0
2012-08-19,BOS,0,0,0,0,0
2012-08-20,BOS,0,0,0,0,0
2012-08-21,BOS,0,0,0,0,0
2012-08-22,BOS,0,0,0,0,0
2012-08-23,BOS,0,0,0,0,0
2012-08-24,BOS,0,0,0,0,0
2012-08-25,BOS,0,0,0,0,0
2012-08-26,BOS,0,0,0,0,0
2012-08-27,BOS,0,0,0,0,0
2012-08-28,BOS,0,1,0,0,0
2012-08-29,BOS,0,0,0,0,0
2012-08-30,BOS,0,0,0,0,0
2012-08-31,BOS,0,0,0,0,0
2012-09-01,BOS,0,0,0,0,0
2012-09-02,BOS,0,0,0,0,0
2012-09-03,BOS,1,0,0,0,0
2012-09-04,BOS,0,1,0,0,0
2012-09-05,BOS,0,1,0,0,0
2012-09-06,BOS,0,0,0,0,0
2012-09-07,BOS,0,1,0,1,0
2012-09-08,BOS,0,1,0,1,0
2012-09-09,BOS,0,1,0,0,0
2012-09-10,BOS,0,0,0,0,0
2012-09-11,BOS,0,0,0,0,0
2012-09-12,BOS,0,0,0,0,0
2012-09-13,BOS,0,0,0,0,0
2012-09-14,BOS,0,0,0,0,0
2012-09-15,BOS,0,1,0,0,0
2012-09-16,BOS,0,0,0,0,0
2012-09-17,BOS,0,0,0,0,0
2012-09-18,BOS,0,1,0,0,0
2012-09-19,BOS,0,1,0,0,0
2012-09-20,BOS,0,0,0,0,0
2012-09-21,BOS,0,0,0,0,0
2012-09-22,BOS,0,0,0,0,0
2012-09-23,BOS,0,1,0,0,0
2012-09-24,BOS,0,0,0,0,0
2012-09-25,BOS,0,0,0,0,0
2012-09-26,BOS,0,0,0,0,0
2012-09-27,BOS,0,0,0,0,0
2012-09-28,BOS,0,1,0,0,0
2012-09-29,BOS,0,1,0,0,0
2012-09-30,BOS,0,1,0,0,0
2012-10-01,BOS,0,0,0,0,0
2012-10-02,BOS,0,1,0,0,0
2012-10-03,BOS,1,1,0,0,0
2012-10-04,BOS,1,1,0,0,0
2012-10-05,BOS,1,0,0,0,0
2012-10-06,BOS,0,1,0,1,0
2012-10-07,BOS,0,1,0,0,0
2012-10-08,BOS,0,1,0,0,0
2012-10-09,BOS,0,1,0,0,0
2012-10-10,BOS,0,1,0,0,0
2012-10-11,BOS,0,0,0,0,0
2012-10-12,BOS,0,1,0,0,0
2012-10-13,BOS,0,0,0,0,0
2012-10-14,BOS,0,1,0,0,0
2012-10-15,BOS,0,1,0,0,0
2012-10-16,BOS,0,1,0,0,0
2012-10-17,BOS,0,0,0,0,0
2012-10-18,BOS,0,0,0,0,0
2012-10-19,BOS,0,1,0,0,0
2012-10-20,BOS,0,1,0,0,0
2012-10-21,BOS,0,0,0,0,0
2012-10-22,BOS,0,0,0,0,0
2012-10-23,BOS,0,0,0,0,0
2012-10-24,BOS,0,0,0,0,0
2012-10-25,BOS,0,0,0,0,0
2012-10-26,BOS,0,0,0,0,0
2012-10-27,BOS,0,0,0,0,0
2012-10-28,BOS,0,1,0,0,0
2012-10-29,BOS,0,1,0,0,0
2012-10-30,BOS,0,1,0,1,0
2012-10-31,BOS,0,1,0,0,0
2012-11-01,BOS,0,0,0,0,0
2012-11-02,BOS,0,1,0,0,0
2012-11-03,BOS,0,0,0,0,0
2012-11-04,BOS,0,0,0,0,0
2012-11-05,BOS,0,0,0,0,0
2012-11-06,BOS,0,0,0,0,0
2012-11-07,BOS,0,1,0,0,1
2012-11-08,BOS,0,1,0,0,1
2012-11-09,BOS,0,0,0,0,0
2012-11-10,BOS,0,0,0,0,0
2012-11-11,BOS,0,0,0,0,0
2012-11-12,BOS,0,0,0,0,0
2012-11-13,BOS,0,1,0,0,0
2012-11-14,BOS,0,0,0,0,0
2012-11-15,BOS,0,0,0,0,0
2012-11-16,BOS,0,0,0,0,0
2012-11-17,BOS,0,0,0,0,0
2012-11-18,BOS,0,0,0,0,0
2012-11-19,BOS,0,0,0,0,0
2012-11-20,BOS,0,0,0,0,0
2012-11-21,BOS,0,0,0,0,0
2012-11-22,BOS,0,0,0,0,0
2012-11-23,BOS,0,0,0,0,0
2012-11-24,BOS,0,0,0,0,0
2012-11-25,BOS,0,0,0,0,0
2012-11-26,BOS,0,0,0,0,0
2012-11-27,BOS,0,1,0,0,1
2012-11-28,BOS,0,0,0,0,1
2012-11-29,BOS,0,0,0,0,0
2012-11-30,BOS,0,0,0,0,0
2012-12-01,BOS,0,0,0,0,1
2012-12-02,BOS,0,1,0,0,0
2012-12-03,BOS,0,0,0,0,0
2012-12-04,BOS,1,1,0,0,0
2012-12-05,BOS,0,1,0,0,0
2012-12-06,BOS,0,0,0,0,0
2012-12-07,BOS,0,1,0,0,0
2012-12-08,BOS,0,1,0,0,0
2012-12-09,BOS,0,1,0,0,0
2012-12-10,BOS,0,1,0,0,0
2012-12-11,BOS,0,1,0,0,0
2012-12-12,BOS,0,0,0,0,0
2012-12-13,BOS,0,0,0,0,0
2012-12-14,BOS,0,0,0,0,0
2012-12-15,BOS,0,0,0,0,0
2012-12-16,BOS,0,1,0,0,1
2012-12-17,BOS,0,1,0,0,0
2012-12-18,BOS,1,1,0,0,0
2012-12-19,BOS,0,1,0,0,0
2012-12-20,BOS,0,1,0,0,0
2012-12-21,BOS,0,1,0,0,0
2012-12-22,BOS,0,0,0,0,0
2012-12-23,BOS,0,0,0,0,0
2012-12-24,BOS,0,0,0,0,0
2012-12-25,BOS,0,0,0,0,1
2012-12-26,BOS,0,1,0,0,1
2012-12-27,BOS,0,1,0,0,1
2012-12-28,BOS,0,0,0,0,0
2012-12-29,BOS,1,1,0,0,1
2012-12-30,BOS,0,0,0,0,1
2012-12-31,BOS,0,0,0,0,0
2012-01-01,LGA,0,1,0,0,0
2012-01-02,LGA,0,1,0,0,0
2012-01-03,LGA,0,0,0,0,0
2012-01-04,LGA,0,0,0,0,0
2012-01-05,LGA,0,0,0,0,0
2012-01-06,LGA,0,0,0,0,0
2012-01-07,LGA,0,0,0,0,0
2012-01-08,LGA,0,0,0,0,0
2012-01-09,LGA,0,0,0,0,0
2012-01-10,LGA,0,0,0,0,1
2012-01-11,LGA,0,0,0,0,0
2012-01-12,LGA,0,1,0,0,0
2012-01-13,LGA,0,1,0,0,0
2012-01-14,LGA,0,0,0,0,0
2012-01-15,LGA,0,0,0,0,0
2012-01-16,LGA,1,0,0,0,1
2012-01-17,LGA,0,1,0,0,1
2012-01-18,LGA,0,0,0,0,0
2012-01-19,LGA,0,0,0,0,1
2012-01-20,LGA,1,0,0,0,1
2012-01-21,LGA,1,0,0,0,1
2012-01-22,LGA,0,0,0,0,0
2012-01-23,LGA,1,1,0,0,1
2012-01-24,LGA,0,1,0,0,0
2012-01-25,LGA,0,0,0,0,0
2012-01-26,LGA,0,1,0,0,1
2012-01-27,LGA,1,1,0,0,0
2012-01-28,LGA,0,0,0,0,0
2012-01-29,LGA,0,0,0,0,0
2012-01-30,LGA,0,0,0,0,1
2012-01-31,LGA,0,0,0,0,0
2012-02-01,LGA,0,1,0,0,0
2012-02-02,LGA,0,0,0,0,1
2012-02-03,LGA,0,0,0,0,0
2012-02-04,LGA,0,0,0,0,0
2012-02-05,LGA,0,0,0,0,0
2012-02-06,LGA,0,0,0,0,0
2012-02-07,LGA,0,0,0,0,0
2012-02-08,LGA,0,0,0,0,0
2012-02-09,LGA,0,0,0,0,0
2012-02-10,LGA,0,1,0,0,0
2012-02-11,LGA,0,1,0,0,1
2012-02-12,LGA,0,0,0,0,0
2012-02-13,LGA,0,0,0,0,1
2012-02-14,LGA,0,0,0,0,0
2012-02-15,LGA,0,1,0,0,0
2012-02-16,LGA,0,1,0,0,0
2012-02-17,LGA,0,1,0,0,0
2012-02-18,LGA,0,0,0,0,0
2012-02-19,LGA,0,0,0,0,0
2012-02-20,LGA,0,0,0,0,0
2012-02-21,LGA,0,1,0,0,0
2012-02-22,LGA,0,0,0,0,0
2012-02-23,LGA,0,1,0,0,0
2012-02-24,LGA,0,1,0,0,1
2012-02-25,LGA,0,0,0,0,0
2012-02-26,LGA,0,0,0,0,0
2012-02-27,LGA,0,0,0,0,0
2012-02-28,LGA,0,0,0,0,0
2012-02-29,LGA,1,1,0,0,1
2012-03-01,LGA,0,1,0,0,1
2012-03-02,LGA,0,0,0,0,0
2012-03-03,LGA,0,1,0,0,1
2012-03-04,LGA,0,0,0,0,0
2012-03-05,LGA,0,0,0,0,0
2012-03-06,LGA,0,0,0,0,0
2012-03-07,LGA,0,0,0,0,0
2012-03-08,LGA,0,0,0,0,0
2012-03-09,LGA,0,1,0,0,1
2012-03-10,LGA,0,0,0,0,1
2012-03-11,LGA,0,0,0,0,0
2012-03-12,LGA,0,0,0,0,0
2012-03-13,LGA,0,1,0,0,0
2012-03-14,LGA,1,0,0,0,0
2012-03-15,LGA,0,1,0,0,0
2012-03-16,LGA,0,1,0,0,0
2012-03-17,LGA,0,0,0,0,0
2012-03-18,LGA,0,0,0,0,0
2012-03-19,LGA,0,0,0,0,0
2012-03-20,LGA,0,0,0,0,0
2012-03-21,LGA,0,0,0,0,0
2012-03-22,LGA,0,0,0,0,0
2012-03-23,LGA,0,0,0,0,0
2012-03-24,LGA,0,0,0,0,0
2012-03-25,LGA,0,1,0,0,0
2012-03-26,LGA,0,0,0,0,0
2012-03-27,LGA,0,0,0,0,0
2012-03-28,LGA,0,1,0,0,0
2012-03-29,LGA,0,1,0,0,0
2012-03-30,LGA,0,0,0,0,0
2012-03-31,LGA,0,1,0,0,0
2012-04-01,LGA,0,1,0,0,0
2012-04-02,LGA,0,1,0,0,0
2012-04-03,LGA,0,0,0,0,0
2012-04-04,LGA,0,0,0,0,0
2012-04-05,LGA,0,0,0,0,0
2012-04-06,LGA,0,0,0,0,0
2012-04-07,LGA,0,0,0,0,0
2012-04-08,LGA,0,0,0,0,0
2012-04-09,LGA,0,0,0,0,0
2012-04-10,LGA,0,0,0,0,0
2012-04-11,LGA,0,0,0,0,0
2012-04-12,LGA,0,1,0,0,0
2012-04-13,LGA,0,0,0,0,0
2012-04-14,LGA,0,0,0,0,0
2012-04-15,LGA,0,0,0,0,0
2012-04-16,LGA,0,0,0,0,0
2012-04-17,LGA,0,0,0,0,0
2012-04-18,LGA,0,0,0,0,0
2012-04-19,LGA,0,0,0,0,0
2012-04-20,LGA,0,0,0,0,0
2012-04-21,LGA,0,1,0,0,0
2012-04-22,LGA,0,1,0,0,0
2012-04-23,LGA,0,1,0,0,0
2012-04-24,LGA,0,0,0,0,0
2012-04-25,LGA,0,1,0,0,0
2012-04-26,LGA,0,1,0,0,0
2012-04-27,LGA,0,1,0,0,0
2012-04-28,LGA,0,0,0,0,0
2012-04-29,LGA,0,0,0,0,0
2012-04-30,LGA,0,0,0,0,0
2012-05-01,LGA,0,1,0,0,0
2012-05-02,LGA,0,0,0,0,0
2012-05-03,LGA,0,1,0,0,0
2012-05-04,LGA,1,1,0,0,0
2012-05-05,LGA,1,1,0,0,0
2012-05-06,LGA,1,0,0,0,0
2012-05-07,LGA,0,0,0,0,0
2012-05-08,LGA,0,1,0,0,0
2012-05-09,LGA,0,1,0,0,0
2012-05-10,LGA,0,1,0,0,0
2012-05-11,LGA,0,0,0,0,0
2012-05-12,LGA,0,0,0,0,0
2012-05-13,LGA,0,0,0,0,0
2012-05-14,LGA,0,1,0,0,0
2012-05-15,LGA,0,1,0,0,0
2012-05-16,LGA,0,1,0,0,0
2012-05-17,LGA,0,0,0,0,0
2012-05-18,LGA,0,0,0,0,0
2012-05-19,LGA,0,0,0,0,0
2012-05-20,LGA,0,0,0,0,0
2012-05-21,LGA,1,1,0,0,0
2012-05-22,LGA,1,1,0,0,0
2012-05-23,LGA,0,1,0,0,0
2012-05-24,LGA,0,0,0,0,0
2012-05-25,LGA,0,0,0,0,0
2012-05-26,LGA,0,0,0,0,0
2012-05-27,LGA,0,0,0,0,0
2012-05-28,LGA,0,0,0,0,0
2012-05-29,LGA,1,1,0,1,0
2012-05-30,LGA,0,1,0,0,0
2012-05-31,LGA,0,0,0,0,0
2012-06-01,LGA,0,0,0,0,0
2012-06-02,LGA,0,1,0,0,0
2012-06-03,LGA,0,1,0,0,0
2012-06-04,LGA,0,1,0,0,0
2012-06-05,LGA,0,1,0,0,0
2012-06-06,LGA,0,1,0,0,0
2012-06-07,LGA,0,1,0,0,0
2012-06-08,LGA,1,1,0,1,0
2012-06-09,LGA,0,0,0,0,0
2012-06-10,LGA,0,0,0,0,0
2012-06-11,LGA,0,0,0,0,0
2012-06-12,LGA,0,1,0,0,0
2012-06-13,LGA,0,1,0,0,0
2012-06-14,LGA,0,0,0,0,0
2012-06-15,LGA,0,0,0,0,0
2012-06-16,LGA,0,0,0,0,0
2012-06-17,LGA,0,0,0,0,0
2012-06-18,LGA,0,0,0,0,0
2012-06-19,LGA,0,0,0,0,0
2012-06-20,LGA,0,0,0,0,0
2012-06-21,LGA,0,0,0,0,0
2012-06-22,LGA,0,1,0,0,0
2012-06-23,LGA,0,1,1,1,0
2012-06-24,LGA,0,0,0,0,0
2012-06-25,LGA,0,1,0,1,0
2012-06-26,LGA,0,1,0,0,0
2012-06-27,LGA,0,0,0,0,0
2012-06-28,LGA,0,0,0,0,0
2012-06-29,LGA,0,1,0,0,0
2012-06-30,LGA,0,0,0,0,0
2012-07-01,LGA,0,0,0,0,0
2012-07-02,LGA,0,0,0,0,0
2012-07-03,LGA,0,0,0,0,0
2012-07-04,LGA,0,1,0,1,0
2012-07-05,LGA,0,0,0,0,0
2012-07-06,LGA,0,0,0,0,0
2012-07-07,LGA,0,1,0,0,0
2012-07-08,LGA,0,0,0,0,0
2012-07-09,LGA,0,0,0,0,0
2012-07-10,LGA,0,0,0,0,0
2012-07-11,LGA,0,0,0,0,0
2012-07-12,LGA,0,0,0,0,0
2012-07-13,LGA,0,0,0,0,0
2012-07-14,LGA,0,0,0,0,0
2012-07-15,LGA,0,1,0,0,0
2012-07-16,LGA,0,0,0,0,0
2012-07-17,LGA,0,0,0,0,0
2012-07-18,LGA,0,1,0,1,0
2012-07-19,LGA,0,1,0,0,0
2012-07-20,LGA,0,0,0,0,0
2012-07-21,LGA,0,0,0,0,0
2012-07-22,LGA,0,0,0,0,0
2012-07-23,LGA,0,1,0,0,0
2012-07-24,LGA,1,1,0,1,0
2012-07-25,LGA,0,0,0,0,0
2012-07-26,LGA,0,1,0,0,0
2012-07-27,LGA,0,1,0,0,0
2012-07-28,LGA,0,1,0,1,0
2012-07-29,LGA,0,1,0,0,0
2012-07-30,LGA,0,0,0,0,0
2012-07-31,LGA,0,1,0,0,0
2012-08-01,LGA,0,1,0,0,0
2012-08-02,LGA,0,0,0,0,0
2012-08-03,LGA,0,0,0,0,0
2012-08-04,LGA,0,0,0,0,0
2012-08-05,LGA,0,1,0,0,0
2012-08-06,LGA,0,0,0,0,0
2012-08-07,LGA,0,0,0,0,0
2012-08-08,LGA,0,0,0,0,0
2012-08-09,LGA,0,0,0,0,0
2012-08-10,LGA,1,1,0,0,0
2012-08-11,LGA,0,0,0,0,0
2012-08-12,LGA,0,1,0,0,0
2012-08-13,LGA,0,0,0,0,0
2012-08-14,LGA,0,0,0,0,0
2012-08-15,LGA,0,1,0,0,0
2012-08-16,LGA,0,1,0,0,0
2012-08-17,LGA,0,1,0,0,0
2012-08-18,LGA,0,1,0,0,0
2012-08-19,LGA,0,0,0,0,0
2012-08-20,LGA,0,0,0,0,0
2012-08-21,LGA,0,0,0,0,0
2012-08-22,LGA,0,0,0,0,0
2012-08-23,LGA,0,0,0,0,0
2012-08-24,LGA,0,0,0,0,0
2012-08-25,LGA,0,0,0,0,0
2012-08-26,LGA,0,0,0,0,0
2012-08-27,LGA,0,0,0,0,0
2012-08-28,LGA,0,1,0,0,0
2012-08-29,LGA,0,0,0,0,0
2012-08-30,LGA,0,0,0,0,0
2012-08-31,LGA,0,0,0,0,0
2012-09-01,LGA,0,0,0,0,0
2012-09-02,LGA,0,0,0,0,0
2012-09-03,LGA,1,0,0,0,0
2012-09-04,LGA,0,1,0,0,0
2012-09-05,LGA,0,1,0,0,0
2012-09-06,LGA,0,0,0,0,0
2012-09-07,LGA,0,1,0,1,0
2012-09-08,LGA,0,1,0,1,0
2012-09-09,LGA,0,1,0,0,0
2012-09-10,LGA,0,0,0,0,0
2012-09-11,LGA,0,0,0,0,0
2012-09-12,LGA,0,0,0,0,0
